listing_id,city,neighborhood,property_type,bedrooms,bathrooms,sqft,year_built,garage_spaces,has_pool,hoa_monthly_fee,list_price,zestimate,price_per_sqft,days_on_market,list_year
ZL100221,"Boston, MA",Hyde Park,Condo,3,2.5,1924,2021.0,1,0,198.0,707171,743827,367.55,33,2022
ZL100222,"Boston, MA",Fenway,Condo,3,2.0,1692,1987.0,0,0,0.0,757532,799649,447.71,73,2022
ZL100223,"Boston, MA",Charlestown,Townhouse,1,4.0,1114,2004.0,1,0,233.0,771824,793474,692.84,5,2024
ZL100224,"Boston, MA",Jamaica Plain,Condo,2,2.0,1701,2014.0,2,1,513.0,862631,900823,507.13,52,2023
ZL100225,"Boston, MA",West Roxbury,Condo,4,2.0,1791,1989.0,2,1,518.0,742139,729201,414.37,62,2021
ZL100226,"Boston, MA",Dorchester,Condo,3,2.0,1837,1992.0,3,1,,675921,631178,367.95,24,2023
ZL100227,"Boston, MA",Roslindale,Single Family,3,2.0,1369,1972.0,2,0,0.0,773320,791945,564.88,1,2024
ZL100228,"Boston, MA",Back Bay,Townhouse,2,1.5,1023,2023.0,2,1,384.0,862702,788015,843.31,4,2023
ZL100229,"Boston, MA",Charlestown,Condo,1,2.0,1107,2001.0,2,0,0.0,622391,589993,562.23,37,2024
ZL100230,"Boston, MA",South Boston,Townhouse,3,1.0,987,1976.0,2,0,0.0,577795,579549,585.41,79,2023
ZL100231,"Boston, MA",Allston/Brighton,Condo,2,3.0,997,2021.0,3,0,0.0,354748,328387,355.82,51,2021
ZL100232,"Boston, MA",Back Bay,Condo,2,1.5,1100,2019.0,2,1,0.0,755210,687055,686.55,6,2023
ZL100233,"Boston, MA",South End,Condo,1,3.0,1024,1996.0,3,0,53.0,614699,633209,600.29,1,2023
ZL100234,"Boston, MA",Fenway,Condo,2,3.5,1484,2005.0,2,0,465.0,758361,799211,511.02,28,2024
ZL100235,"Boston, MA",Back Bay,Condo,3,3.0,1491,1972.0,1,0,79.0,995083,949234,667.39,6,2024
ZL100236,"Boston, MA",Jamaica Plain,Townhouse,3,3.0,1880,1962.0,0,0,454.0,788545,754525,419.44,9,2022
ZL100237,"Boston, MA",Back Bay,Multi-Family,2,2.0,1176,1953.0,2,0,0.0,1023777,1066576,870.56,7,2024
ZL100238,"Boston, MA",South Boston,Condo,3,1.0,1912,2016.0,2,1,224.0,1049931,927845,549.13,6,2022
ZL100239,"Boston, MA",Dorchester,Single Family,3,3.0,1516,2014.0,2,0,0.0,712417,692623,469.93,10,2022
ZL100240,"Boston, MA",East Boston,Condo,4,3.5,1569,1996.0,2,0,0.0,559191,562066,356.4,25,2022
ZL100241,"Boston, MA",Back Bay,Multi-Family,1,2.0,1096,2002.0,2,0,230.0,942186,903192,859.66,32,2021
ZL100242,"Boston, MA",East Boston,Townhouse,3,2.5,1595,1987.0,2,0,0.0,624021,637813,391.24,3,2021
ZL100243,"Boston, MA",East Boston,Condo,1,2.0,912,1968.0,2,0,0.0,379329,378487,415.93,9,2024
ZL100244,"Boston, MA",West Roxbury,Single Family,3,2.0,1804,1991.0,0,0,88.0,1010210,1068531,559.98,1,2023
ZL100245,"Boston, MA",East Boston,Multi-Family,1,3.5,638,2006.0,2,0,177.0,384601,384608,602.82,3,2023
ZL100246,"Boston, MA",Mattapan,Townhouse,4,4.0,1421,,1,1,0.0,618918,648297,435.55,20,2023
ZL100247,"Boston, MA",Allston/Brighton,Condo,3,2.5,1969,1992.0,2,1,,685871,703607,348.33,3,2021
ZL100248,"Boston, MA",Charlestown,Condo,1,2.5,1342,1967.0,2,0,0.0,802506,782355,597.99,11,2023
ZL100249,"Boston, MA",Jamaica Plain,Condo,4,4.0,1747,2006.0,2,0,78.0,786343,752520,450.11,12,2024
ZL100250,"Boston, MA",East Boston,Single Family,3,2.0,1529,2023.0,2,1,0.0,870110,906489,569.07,34,2021
ZL100251,"Boston, MA",South Boston,Single Family,3,2.5,1697,2004.0,2,1,0.0,1250916,1364919,737.13,6,2021
ZL100252,"Boston, MA",East Boston,Single Family,5,2.5,1855,2021.0,3,1,430.0,1186761,1244851,639.76,30,2023
ZL100253,"Boston, MA",Dorchester,Condo,5,2.0,1736,1972.0,1,0,0.0,587194,595138,338.25,2,2023
ZL100254,"Boston, MA",South End,Multi-Family,4,2.0,2198,1999.0,2,1,0.0,2085238,2100398,948.7,14,2022
ZL100255,"Boston, MA",Fenway,Single Family,3,1.0,1182,2008.0,1,0,332.0,727682,720075,615.64,3,2023
ZL100256,"Boston, MA",West Roxbury,Condo,4,2.0,1942,1990.0,1,0,115.0,969506,988563,499.23,16,2023
ZL100257,"Boston, MA",South End,Multi-Family,5,1.5,2172,2012.0,3,0,0.0,1856881,1668797,854.92,20,2021
ZL100258,"Boston, MA",Charlestown,Multi-Family,1,2.0,707,2007.0,0,0,0.0,567689,553897,802.95,3,2021
ZL100259,"Boston, MA",Roxbury,Condo,4,2.5,1800,2017.0,3,0,,674802,711139,374.89,12,2023
ZL100260,"Boston, MA",Back Bay,Townhouse,4,3.0,2017,2004.0,0,0,0.0,1423499,1328700,705.75,22,2022
ZL100261,"Boston, MA",West Roxbury,Condo,2,2.0,1755,1952.0,1,0,0.0,609399,676450,347.24,115,2021
ZL100262,"Boston, MA",Roxbury,Condo,1,3.5,1068,,0,0,0.0,324339,337024,303.69,3,2022
ZL100263,"Boston, MA",Allston/Brighton,Condo,3,2.5,1083,1997.0,3,0,0.0,346092,338959,319.57,3,2021
ZL100264,"Boston, MA",Back Bay,Condo,2,2.5,1318,2015.0,2,1,358.0,860106,939477,652.58,22,2023
ZL100265,"Boston, MA",Back Bay,Single Family,4,2.0,1775,2013.0,3,1,0.0,1433656,1435864,807.69,5,2022
ZL100266,"Boston, MA",Dorchester,Multi-Family,2,3.0,1149,1976.0,3,1,0.0,636508,663857,553.97,47,2024
ZL100267,"Boston, MA",South Boston,Condo,2,2.5,1170,1980.0,0,0,396.0,558878,574886,477.67,15,2022
ZL100268,"Boston, MA",Allston/Brighton,Condo,3,1.5,1477,2007.0,0,0,0.0,530970,525209,359.49,8,2023
ZL100269,"Boston, MA",Roxbury,Single Family,1,3.0,1037,1993.0,2,0,531.0,428632,406320,413.34,8,2021
ZL100270,"Boston, MA",Jamaica Plain,Townhouse,4,2.5,1676,1980.0,2,0,119.0,735569,737665,438.88,9,2022
ZL100271,"Boston, MA",Jamaica Plain,Townhouse,1,2.5,866,2010.0,2,1,0.0,607145,571215,701.09,24,2024
ZL100272,"Boston, MA",Charlestown,Single Family,2,1.0,1301,1993.0,2,0,0.0,885922,831337,680.95,1,2024
ZL100273,"Boston, MA",South End,Condo,1,2.0,841,,0,0,241.0,594343,613625,706.71,11,2023
ZL100274,"Boston, MA",Dorchester,Multi-Family,4,3.0,1663,2014.0,2,0,0.0,945278,907846,568.42,24,2021
ZL100275,"Boston, MA",Roslindale,Multi-Family,2,3.0,1391,2018.0,2,0,0.0,970975,938907,698.04,64,2024
ZL100276,"Boston, MA",Back Bay,Single Family,1,2.0,1252,1983.0,1,1,0.0,1067175,1111119,852.38,46,2024
ZL100277,"Boston, MA",West Roxbury,Single Family,1,3.0,1408,2000.0,2,0,533.0,793582,781090,563.62,40,2024
ZL100278,"Boston, MA",Roslindale,Multi-Family,5,3.5,1838,2012.0,1,0,0.0,982938,962725,534.79,4,2024
ZL100279,"Boston, MA",Fenway,Townhouse,3,3.5,1557,1973.0,1,0,0.0,849618,854066,545.68,2,2024
ZL100280,"Boston, MA",Dorchester,Condo,2,4.0,1354,2010.0,2,1,340.0,519079,528037,383.37,12,2023
ZL100281,"Boston, MA",Back Bay,Multi-Family,3,3.0,1829,1990.0,3,0,391.0,2094547,1931585,1145.19,15,2024
ZL100282,"Boston, MA",South End,Single Family,3,3.5,1361,2002.0,2,0,154.0,998842,1029313,733.9,11,2022
ZL100283,"Boston, MA",South End,Condo,3,3.0,1406,2016.0,2,0,0.0,992451,1036957,705.87,1,2024
ZL100284,"Boston, MA",Fenway,Condo,5,3.0,2102,1992.0,1,1,177.0,819153,775273,389.7,12,2021
ZL100285,"Boston, MA",Beacon Hill,Condo,3,4.0,1649,2016.0,2,1,0.0,1217740,1224242,738.47,10,2023
ZL100286,"Boston, MA",South End,Condo,2,1.0,1445,1966.0,3,0,0.0,902387,890763,624.49,7,2024
ZL100287,"Boston, MA",Back Bay,Townhouse,5,2.5,1969,2002.0,1,0,199.0,1929476,1831944,979.93,27,2024
ZL100288,"Boston, MA",Roxbury,Single Family,2,2.0,1304,1978.0,0,1,0.0,511949,524726,392.6,65,2022
ZL100289,"Boston, MA",Dorchester,Townhouse,4,3.0,2145,2021.0,2,1,0.0,1239985,1273818,578.08,58,2024
ZL100290,"Boston, MA",East Boston,Condo,5,2.5,2431,2012.0,2,0,,982751,1033699,404.26,15,2022
ZL100291,"Boston, MA",Charlestown,Single Family,3,2.0,1333,1995.0,3,0,367.0,806874,781398,605.31,3,2021
ZL100292,"Boston, MA",Roxbury,Condo,3,2.0,1177,1967.0,1,0,0.0,371616,360625,315.73,29,2024
ZL100293,"Boston, MA",Roxbury,Multi-Family,1,2.0,1487,2000.0,1,1,387.0,747612,752861,502.77,13,2022
ZL100294,"Boston, MA",Roxbury,Condo,3,2.0,1826,2017.0,2,0,457.0,743260,726726,407.04,35,2024
ZL100295,"Boston, MA",Dorchester,Townhouse,2,2.5,1367,1979.0,2,0,0.0,496570,500910,363.26,8,2023
ZL100296,"Boston, MA",Roslindale,Condo,5,2.5,2413,2010.0,0,0,0.0,1044801,1084934,432.99,13,2023
ZL100297,"Boston, MA",Allston/Brighton,Condo,3,3.0,1725,2023.0,3,0,573.0,819388,775705,475.01,2,2023
ZL100298,"Boston, MA",Beacon Hill,Condo,3,2.0,1953,1987.0,2,0,0.0,1167828,1197264,597.97,30,2024
ZL100299,"Boston, MA",Jamaica Plain,Multi-Family,3,3.5,1140,2003.0,2,0,446.0,731305,710687,641.5,17,2022
ZL100300,"Boston, MA",Roxbury,Single Family,2,3.0,1263,2001.0,2,0,358.0,464730,453741,367.96,7,2021
ZL100301,"Boston, MA",Dorchester,Multi-Family,3,3.0,1800,,2,1,0.0,810774,838717,450.43,8,2021
ZL100302,"Boston, MA",Roxbury,Townhouse,3,1.5,1614,2007.0,2,0,401.0,643476,635188,398.68,15,2022
ZL100303,"Boston, MA",Mattapan,Condo,4,2.0,1693,1997.0,1,0,0.0,530961,568141,313.62,64,2022
ZL100304,"Boston, MA",Roxbury,Condo,2,1.5,1204,2014.0,3,0,91.0,451718,430918,375.18,78,2024
ZL100305,"Boston, MA",Charlestown,Multi-Family,1,2.5,500,2020.0,3,0,299.0,389559,394228,779.12,10,2023
ZL100306,"Boston, MA",Dorchester,Multi-Family,3,1.0,1876,1992.0,2,0,446.0,893097,902038,476.06,31,2021
ZL100307,"Boston, MA",Beacon Hill,Multi-Family,4,3.0,2022,1989.0,2,0,0.0,1763690,1877964,872.25,6,2022
ZL100308,"Boston, MA",West Roxbury,Condo,5,2.0,1883,1953.0,0,0,333.0,699120,668397,371.28,8,2022
ZL100309,"Boston, MA",Charlestown,Townhouse,4,3.5,2175,1981.0,1,0,53.0,1389930,1393948,639.05,11,2024
ZL100310,"Boston, MA",Jamaica Plain,Condo,3,2.5,1723,2004.0,2,0,0.0,839473,811246,487.22,8,2023
ZL100311,"Boston, MA",Dorchester,Single Family,2,2.0,1587,1963.0,2,0,0.0,791765,823436,498.91,12,2023
ZL100312,"Boston, MA",Roslindale,Condo,4,2.0,2109,2000.0,2,0,0.0,768135,780067,364.22,17,2022
ZL100313,"Boston, MA",West Roxbury,Condo,1,2.5,1166,1997.0,0,1,0.0,558709,548039,479.17,18,2024
ZL100314,"Boston, MA",East Boston,Condo,2,2.5,1350,2017.0,1,0,0.0,483916,509811,358.46,14,2021
ZL100315,"Boston, MA",South Boston,Condo,4,1.0,1579,1961.0,2,0,0.0,668845,634712,423.59,61,2021
ZL100316,"Boston, MA",Jamaica Plain,Condo,3,2.0,1884,2021.0,2,0,0.0,860136,791033,456.55,16,2024
ZL100317,"Boston, MA",Allston/Brighton,Condo,4,2.0,1740,1999.0,0,1,233.0,666007,661156,382.76,2,2023
ZL100318,"Boston, MA",Roxbury,Multi-Family,1,3.0,1109,1985.0,2,1,422.0,555386,565326,500.8,26,2023
ZL100319,"Boston, MA",South End,Single Family,4,1.0,1743,1986.0,0,1,0.0,1101810,1090097,632.13,25,2021
ZL100320,"Boston, MA",Hyde Park,Condo,4,2.5,2088,1984.0,1,0,0.0,646605,659355,309.68,16,2022
ZL100321,"Boston, MA",South End,Condo,4,2.5,1805,2012.0,3,0,304.0,1032908,996228,572.25,12,2022
ZL100322,"Boston, MA",Allston/Brighton,Townhouse,2,3.5,1315,1986.0,0,1,0.0,502680,500726,382.27,6,2021
ZL100323,"Boston, MA",Charlestown,Multi-Family,3,2.0,1111,2006.0,2,0,0.0,1081954,1033896,973.86,28,2024
ZL100324,"Boston, MA",Fenway,Condo,3,3.0,1179,2021.0,0,0,0.0,567765,545223,481.56,3,2023
ZL100325,"Boston, MA",Back Bay,Condo,2,3.5,1633,2019.0,1,0,522.0,980824,960639,600.63,28,2023
ZL100326,"Boston, MA",Charlestown,Townhouse,2,1.0,969,2011.0,2,0,491.0,639915,669103,660.39,8,2024
ZL100327,"Boston, MA",Jamaica Plain,Condo,1,2.0,1814,2002.0,2,0,0.0,846215,802895,466.49,28,2023
ZL100328,"Boston, MA",Dorchester,Condo,2,2.0,1501,1970.0,2,0,418.0,574320,617025,382.62,37,2024
ZL100329,"Boston, MA",Back Bay,Condo,1,2.0,1435,1988.0,1,0,0.0,943031,913921,657.16,35,2023
ZL100330,"Boston, MA",Fenway,Multi-Family,3,1.5,1802,1990.0,2,1,0.0,1416279,1424540,785.95,6,2023
ZL100331,"Boston, MA",South End,Townhouse,2,2.5,1546,1992.0,0,0,0.0,1041825,1001643,673.88,59,2024
ZL100332,"Boston, MA",Back Bay,Single Family,3,3.5,2350,1985.0,2,0,0.0,2294646,2405113,976.45,31,2024
ZL100333,"Boston, MA",Hyde Park,Multi-Family,2,2.0,1485,2021.0,2,0,0.0,899421,918506,605.67,31,2022
ZL100334,"Boston, MA",Back Bay,Condo,4,3.5,1374,1966.0,1,0,223.0,665458,645904,484.32,38,2023
ZL100335,"Boston, MA",Fenway,Condo,1,3.0,685,2002.0,2,1,0.0,342829,373604,500.48,20,2023
ZL100336,"Boston, MA",Back Bay,Condo,4,1.0,1843,2017.0,2,0,590.0,1146353,1200855,622.0,10,2022
ZL100337,"Boston, MA",Beacon Hill,Condo,2,1.5,1862,2010.0,0,1,363.0,1326538,1347092,712.43,5,2024
ZL100338,"Boston, MA",Roslindale,Single Family,3,3.0,1834,1990.0,2,0,95.0,875410,894697,477.32,1,2024
ZL100339,"Boston, MA",Back Bay,Multi-Family,5,2.0,1709,1981.0,1,1,164.0,1806021,1785635,1056.77,19,2024
ZL100340,"Boston, MA",Back Bay,Multi-Family,4,1.0,1780,1985.0,3,0,0.0,2024800,2179629,1137.53,5,2024
ZL100341,"Boston, MA",Dorchester,Single Family,4,2.0,1938,2005.0,2,1,0.0,906304,907504,467.65,13,2023
ZL100342,"Boston, MA",Roslindale,Condo,3,2.5,1905,2008.0,2,1,292.0,774023,807785,406.31,1,2022
ZL100343,"Boston, MA",Allston/Brighton,Condo,4,1.5,2119,2015.0,2,0,0.0,1072020,1013425,505.91,13,2024
ZL100344,"Boston, MA",South Boston,Condo,3,2.0,1516,1951.0,1,1,0.0,714149,685423,471.07,10,2022
ZL100345,"Boston, MA",East Boston,Condo,3,1.5,1700,1955.0,1,0,511.0,679469,663959,399.69,162,2024
ZL100346,"Boston, MA",Hyde Park,Condo,5,2.0,2048,2003.0,1,0,435.0,698412,665531,341.02,34,2022
ZL100347,"Boston, MA",Roslindale,Condo,1,1.0,1645,1972.0,2,0,0.0,580585,598792,352.94,41,2023
ZL100348,"Boston, MA",Charlestown,Condo,5,2.0,1960,2016.0,2,0,0.0,1246600,1210036,636.02,48,2023
ZL100349,"Boston, MA",Dorchester,Single Family,5,3.0,1862,2018.0,0,0,,939614,955221,504.63,1,2023
ZL100350,"Boston, MA",Allston/Brighton,Condo,3,2.0,1699,1981.0,2,0,583.0,659496,660588,388.17,22,2022
ZL100351,"Boston, MA",Back Bay,Multi-Family,3,2.5,1491,1998.0,0,0,0.0,1388242,1366022,931.08,52,2021
ZL100352,"Boston, MA",Fenway,Multi-Family,2,4.0,1953,2004.0,0,0,0.0,1327268,1313979,679.6,11,2021
ZL100353,"Boston, MA",South Boston,Multi-Family,2,2.0,1372,1958.0,2,0,509.0,1228774,1158429,895.61,28,2024
ZL100354,"Boston, MA",Hyde Park,Townhouse,3,3.5,1552,1984.0,2,0,223.0,644038,633550,414.97,11,2024
ZL100355,"Boston, MA",Charlestown,Single Family,3,2.0,1640,1986.0,2,1,0.0,1197621,1248589,730.26,87,2024
ZL100356,"Boston, MA",Charlestown,Townhouse,4,2.0,1789,2015.0,3,0,125.0,1263115,1274213,706.05,51,2023
ZL100357,"Boston, MA",South Boston,Single Family,3,2.0,1240,2022.0,2,0,588.0,962325,960488,776.07,17,2022
ZL100358,"Boston, MA",Back Bay,Condo,3,2.5,1662,2002.0,0,0,0.0,1139104,1104826,685.38,15,2024
ZL100359,"Boston, MA",Roxbury,Condo,1,1.5,1238,2008.0,2,0,0.0,490391,474041,396.12,45,2024
ZL100360,"Boston, MA",West Roxbury,Single Family,1,2.0,1056,2008.0,1,0,0.0,599590,616607,567.79,35,2022
ZL100361,"Boston, MA",Back Bay,Condo,3,1.5,1764,1999.0,2,0,0.0,1169363,1176313,662.9,5,2024
ZL100362,"Boston, MA",Dorchester,Condo,3,3.0,1525,1991.0,1,1,0.0,606332,599890,397.59,19,2023
ZL100363,"Boston, MA",South End,Condo,2,1.0,1300,1990.0,3,0,0.0,624453,642916,480.35,14,2023
ZL100364,"Boston, MA",Beacon Hill,Townhouse,1,2.0,1021,2005.0,0,1,555.0,794767,836743,778.42,30,2022
ZL100365,"Boston, MA",South End,Single Family,3,1.5,1391,1980.0,2,0,186.0,1096671,1107253,788.4,57,2024
ZL100366,"Boston, MA",Allston/Brighton,Single Family,2,1.0,1412,1989.0,1,1,0.0,763383,757322,540.64,8,2022
ZL100367,"Boston, MA",Roslindale,Condo,2,1.5,1179,2019.0,2,1,0.0,521838,495152,442.61,15,2024
ZL100368,"Boston, MA",Allston/Brighton,Condo,3,4.0,1589,2021.0,3,0,0.0,695815,749562,437.89,29,2021
ZL100369,"Boston, MA",Fenway,Condo,2,3.5,1614,1953.0,2,0,,598742,617556,370.97,29,2024
ZL100370,"Boston, MA",Hyde Park,Condo,2,1.5,1648,2015.0,1,0,362.0,749857,751462,455.01,26,2024
ZL100371,"Boston, MA",South Boston,Condo,2,3.0,1642,2011.0,0,0,0.0,950221,980634,578.7,60,2024
ZL100372,"Boston, MA",Roslindale,Townhouse,2,2.0,1466,1972.0,1,0,246.0,607082,596847,414.11,34,2024
ZL100373,"Boston, MA",East Boston,Multi-Family,4,3.5,1537,1969.0,1,1,452.0,932077,962274,606.43,21,2023
ZL100374,"Boston, MA",South End,Condo,1,3.5,1171,2003.0,3,0,270.0,710012,744029,606.33,14,2022
ZL100375,"Boston, MA",South Boston,Townhouse,3,2.5,1921,2018.0,1,0,0.0,1366301,1443373,711.24,2,2023
ZL100376,"Boston, MA",South Boston,Condo,4,3.5,1656,2012.0,2,0,0.0,900620,825966,543.85,34,2022
ZL100377,"Boston, MA",Roslindale,Condo,3,3.0,1372,1986.0,2,0,0.0,480811,486214,350.45,19,2022
ZL100378,"Boston, MA",South End,Single Family,5,2.0,1865,1960.0,2,0,0.0,1280600,1298488,686.65,17,2023
ZL100379,"Boston, MA",Allston/Brighton,Condo,4,3.0,1877,2018.0,1,0,280.0,730007,756691,388.92,161,2023
ZL100380,"Boston, MA",Dorchester,Multi-Family,3,1.0,1211,2000.0,1,0,0.0,683783,689391,564.64,20,2023
ZL100381,"Boston, MA",Allston/Brighton,Condo,3,2.5,1794,2022.0,2,0,111.0,730931,770763,407.43,49,2021
ZL100382,"Boston, MA",South End,Condo,4,3.0,1301,1998.0,3,0,,819813,829578,630.14,26,2024
ZL100383,"Boston, MA",Fenway,Townhouse,2,2.0,1925,1979.0,2,1,567.0,931258,918504,483.77,33,2021
ZL100384,"Boston, MA",Fenway,Condo,2,3.5,1206,2006.0,3,0,0.0,631581,657616,523.7,63,2023
ZL100385,"Boston, MA",Beacon Hill,Single Family,5,2.5,2280,1998.0,0,0,167.0,1726212,1734912,757.11,3,2022
ZL100386,"Boston, MA",Charlestown,Condo,3,3.5,1811,1963.0,3,1,316.0,831928,833009,459.37,2,2023
ZL100387,"Boston, MA",South End,Condo,3,2.5,1811,1953.0,2,0,0.0,896293,895847,494.92,11,2022
ZL100388,"Boston, MA",Jamaica Plain,Condo,4,2.0,1839,2022.0,2,0,84.0,815893,820775,443.66,91,2023
ZL100389,"Boston, MA",Back Bay,Townhouse,4,3.0,1844,2002.0,1,0,78.0,1399611,1440420,759.01,87,2022
ZL100390,"Boston, MA",Mattapan,Single Family,4,2.0,1867,2020.0,0,0,0.0,1022035,1027558,547.42,1,2024
ZL100391,"Boston, MA",Roxbury,Condo,3,4.0,1540,2011.0,1,0,,581236,561466,377.43,31,2023
ZL100392,"Boston, MA",Roxbury,Single Family,2,3.5,1822,1996.0,2,0,,917915,974965,503.8,5,2023
ZL100393,"Boston, MA",West Roxbury,Single Family,3,3.5,1111,1986.0,2,0,0.0,619056,623490,557.21,63,2022
ZL100394,"Boston, MA",Roslindale,Condo,2,2.0,1508,1986.0,3,0,226.0,512458,459386,339.83,7,2021
ZL100395,"Boston, MA",South Boston,Townhouse,2,1.5,1915,2007.0,2,0,0.0,1178420,1273425,615.36,24,2021
ZL100396,"Boston, MA",Hyde Park,Townhouse,5,2.0,1978,2013.0,2,1,474.0,843243,866060,426.31,38,2023
ZL100397,"Boston, MA",Jamaica Plain,Townhouse,4,2.5,1752,2020.0,2,1,0.0,999849,991978,570.69,50,2022
ZL100398,"Boston, MA",Jamaica Plain,Condo,3,1.5,1640,2005.0,1,1,198.0,698053,731310,425.64,37,2022
ZL100399,"Boston, MA",Charlestown,Townhouse,2,1.0,1195,1973.0,2,0,,670345,689761,560.96,18,2024
ZL100400,"Boston, MA",Dorchester,Condo,2,3.0,1551,2016.0,1,0,75.0,582059,608154,375.28,8,2023
ZL100401,"Boston, MA",Hyde Park,Condo,2,2.0,1268,,0,0,0.0,605419,619034,477.46,52,2024
ZL100402,"Boston, MA",South End,Townhouse,2,2.0,1633,2019.0,2,1,0.0,1228889,1154662,752.53,1,2023
ZL100403,"Boston, MA",South End,Condo,5,1.0,1974,1984.0,3,0,490.0,1292488,1303360,654.76,15,2024
ZL100404,"Boston, MA",Roxbury,Single Family,5,1.5,1848,2007.0,3,0,491.0,859221,874174,464.95,2,2023
ZL100405,"Boston, MA",West Roxbury,Condo,2,2.0,1323,1988.0,1,0,114.0,563329,562769,425.8,2,2023
ZL100406,"Boston, MA",Hyde Park,Multi-Family,4,2.5,1386,1972.0,1,0,0.0,570909,572322,411.91,26,2021
ZL100407,"Boston, MA",Beacon Hill,Condo,3,3.0,1378,2013.0,0,0,69.0,826972,789738,600.12,33,2023
ZL100408,"Boston, MA",Dorchester,Multi-Family,3,3.0,1798,1983.0,0,1,481.0,908359,851157,505.21,17,2021
ZL100409,"Boston, MA",Jamaica Plain,Single Family,3,2.0,1359,2006.0,1,1,0.0,908847,940202,668.76,16,2023
ZL100410,"Boston, MA",Jamaica Plain,Condo,3,2.5,1615,2013.0,1,0,394.0,757868,759755,469.27,22,2024
ZL100411,"Boston, MA",Beacon Hill,Condo,5,2.5,1826,1967.0,1,0,0.0,1118946,1100686,612.79,13,2023
ZL100412,"Boston, MA",Charlestown,Condo,5,3.5,1887,1975.0,3,1,288.0,861030,826499,456.3,14,2023
ZL100413,"Boston, MA",Dorchester,Condo,3,3.0,1599,2008.0,2,0,188.0,621783,652866,388.86,8,2024
ZL100414,"Boston, MA",Hyde Park,Townhouse,3,1.5,1684,1978.0,2,0,565.0,732250,760838,434.83,47,2024
ZL100415,"Boston, MA",Jamaica Plain,Single Family,5,2.0,2379,1990.0,3,0,0.0,1264060,1262985,531.34,37,2024
ZL100416,"Boston, MA",South End,Townhouse,5,3.0,2109,1968.0,2,0,226.0,1296205,1298335,614.61,49,2023
ZL100417,"Boston, MA",East Boston,Condo,2,3.0,1549,1993.0,0,0,0.0,552102,549080,356.42,21,2023
ZL100418,"Boston, MA",Charlestown,Single Family,3,2.5,1389,1991.0,0,1,0.0,1089934,1080032,784.69,47,2023
ZL100419,"Boston, MA",East Boston,Multi-Family,2,2.5,1364,,1,0,125.0,727869,746110,533.63,10,2022
ZL100420,"Boston, MA",South End,Condo,3,1.0,1797,1989.0,2,0,349.0,1026292,982956,571.11,27,2024
ZL100421,"Boston, MA",Roxbury,Condo,3,3.0,1521,1986.0,1,0,175.0,578497,589349,380.34,34,2023
ZL100422,"Boston, MA",Hyde Park,Townhouse,2,2.0,1268,2000.0,3,0,0.0,543920,536735,428.96,14,2022
ZL100423,"Boston, MA",East Boston,Condo,2,2.0,1393,1984.0,3,0,0.0,566010,566337,406.32,1,2024
ZL100424,"Boston, MA",Roxbury,Townhouse,2,3.0,1238,2009.0,2,0,346.0,349271,372033,282.13,24,2021
ZL100425,"Boston, MA",Charlestown,Condo,4,2.5,1791,1987.0,2,1,0.0,994413,915903,555.23,25,2024
ZL100426,"Boston, MA",South End,Townhouse,2,2.0,1467,2001.0,0,1,0.0,1063576,1080183,725.0,20,2024
ZL100427,"Boston, MA",Allston/Brighton,Single Family,3,3.0,1571,2018.0,0,1,0.0,833155,845379,530.33,65,2023
ZL100428,"Boston, MA",South Boston,Condo,1,2.0,886,1987.0,2,0,0.0,548559,583646,619.14,20,2024
ZL100429,"Boston, MA",Allston/Brighton,Townhouse,1,3.0,1330,1999.0,1,1,0.0,579351,541819,435.6,48,2022
ZL100430,"Boston, MA",Dorchester,Condo,2,4.0,1298,2001.0,1,0,0.0,456637,471185,351.8,15,2023
ZL100431,"Boston, MA",Fenway,Condo,3,2.0,1809,2013.0,2,1,521.0,886362,903793,489.97,15,2023
ZL100432,"Boston, MA",West Roxbury,Townhouse,2,1.5,1510,1998.0,1,1,0.0,766610,743269,507.69,76,2023
ZL100433,"Boston, MA",West Roxbury,Condo,2,3.0,1427,1977.0,2,0,216.0,616442,608882,431.98,27,2024
ZL100434,"Boston, MA",West Roxbury,Multi-Family,2,3.5,1538,1962.0,2,0,119.0,664526,618975,432.07,29,2021
ZL100435,"Boston, MA",Back Bay,Condo,3,3.5,1384,1973.0,2,1,0.0,742986,726314,536.84,13,2021
ZL100436,"Boston, MA",Dorchester,Townhouse,4,3.5,1838,1992.0,0,0,539.0,883874,882274,480.89,18,2024
ZL100437,"Boston, MA",South End,Condo,2,3.5,1091,,0,1,320.0,578501,598244,530.25,35,2024
ZL100438,"Boston, MA",East Boston,Multi-Family,3,1.5,1811,1983.0,1,1,0.0,1044901,1012098,576.97,12,2023
ZL100439,"Boston, MA",West Roxbury,Multi-Family,3,2.0,1760,1983.0,3,0,0.0,1032271,979645,586.52,17,2021
ZL100440,"Boston, MA",East Boston,Townhouse,4,2.5,1875,1978.0,1,0,0.0,804386,802207,429.01,27,2023
ZL100441,"Boston, MA",Roxbury,Single Family,4,3.0,2117,2008.0,2,0,324.0,800872,809199,378.31,2,2021
ZL100442,"Boston, MA",Hyde Park,Townhouse,3,2.5,1751,1957.0,0,0,0.0,589079,583507,336.42,29,2022
ZL100443,"Boston, MA",Allston/Brighton,Condo,1,3.0,1160,2005.0,3,0,0.0,427269,417163,368.34,25,2023
